site_id,class,site_type,architecture,sectors,n78_64T64R_AAU,n78_8T8R_radio,n28_RRU,n1n3_or_n3_RRU,passive_antenna_2L4H,DU_at_site,CSR,fronthaul_gateway,NR_cells,avg_load_W,peak_load_W,rectifier_kW,battery_kWh,battery_modules_4.8kWh,grid_kVA,solar_PV_kWp
IRB-U-0326,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0327,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0328,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0329,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0330,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0331,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0332,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0333,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0334,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0335,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0336,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0337,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0338,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0339,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0340,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0341,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0342,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0343,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0344,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0345,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0346,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0347,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0348,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0349,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0350,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0351,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0352,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0353,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0354,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0355,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0356,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0357,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0358,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0359,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0360,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0361,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0362,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0363,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0364,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0365,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0366,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0367,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0368,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0369,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0370,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0371,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0372,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0373,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0374,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0375,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0376,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0377,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0378,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0379,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0380,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0381,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0382,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0383,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0384,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0385,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0386,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0387,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0388,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0389,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0390,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0391,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0392,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0393,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0394,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0395,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0396,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0397,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0398,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0399,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0400,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0401,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0402,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0403,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0404,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0405,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0406,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0407,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0408,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0409,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0410,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0411,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0412,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0413,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0414,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0415,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0416,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0417,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0418,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0419,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0420,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0421,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0422,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0423,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0424,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0425,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0426,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0427,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0428,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0429,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0430,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0431,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0432,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0433,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0434,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0435,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0436,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0437,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0438,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0439,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0440,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0441,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0442,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0443,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0444,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0445,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0446,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0447,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0448,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0449,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0450,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0451,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0452,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0453,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0454,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0455,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0456,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0457,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0458,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0459,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0460,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0461,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0462,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0463,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0464,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0465,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0466,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0467,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0468,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0469,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0470,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0471,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0472,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0473,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0474,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0475,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0476,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0477,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0478,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0479,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0480,U,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0481,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0482,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0483,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0484,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0485,U,Monopole / greenfield,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0486,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0487,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0488,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0489,U,Rooftop,C-RAN,3,3,0,3,3,3,0,0,1,18,6060,8530,21,33.6,7,15,0
IRB-U-0490,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
IRB-U-0491,U,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,18,6470,9100,21,38.4,8,15,0
AQB-SU-0150,SU,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0151,SU,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0152,SU,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0153,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0154,SU,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0155,SU,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0156,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0157,SU,Rooftop,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0158,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0159,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0160,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0161,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0162,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0163,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0164,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0165,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0166,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0167,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0168,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0169,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0170,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0171,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0172,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0173,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0174,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0175,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0176,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0177,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0178,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0179,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0180,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0181,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0182,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0183,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0184,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0185,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0186,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0187,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0188,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0189,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0190,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0191,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0192,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0193,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0194,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0195,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0196,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0197,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0198,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0199,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0200,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
AQB-SU-0201,SU,Monopole / greenfield,D-RAN,3,3,0,3,3,3,1,1,0,15,5720,8110,21,33.6,7,15,0
